Other Loc Name,Other Loc Address
PUBLIC STORAGE,"1618 BLADENSBURG RD NE , WASHINGTON DC 20002"
VION CORPORATION,"196 VAN BUREN ST - , HERNDON VA 20170"
PLAZA SERVICES LLC,"110 HAMMOND DR - , ATLANTA GA 30328"
ICF MACRO INC.,"9300 LEE HIGHWAY - , FAIRFAX VA 22031"
"American Geotechnical & Environmental Services, Inc.","4 Grandview CIR , Canonsburg PA 15317"
"EQUITY SOLUTIONS USA, INC.","6304 ORCHARD LAKE RD - , WEST BLOOMFIELD MI 48322"
DASHER TECHNOLOGIES INC,"675 AMPBELL TECHNOLOGY PKWY - , CAMPBELL CA 95008"
FOX AND HOLLOW,"2420 16TH ST NW , WASHINGTON DC 20009"
MD Dental Center PC,"4063 MINNESOTA AVE NE , WASHINGTON DC 20019"
FCSI/R & R JV LLC.,"2849 GEORGIA AVE NW , WASHINGTON DC 20001"
Fletcher Education Solutions LLC,"1385 MORRIS RD SE , Washington DC 20020"
"Structural Enginuity, Inc.","959 Larchmont CT - , Aurora IL 60504"
Anna Ulrika Davis,"230 UNDERWOOD ST NW , Washington DC 20012"
Bucha Beverage,"2120 VERMONT AVE NW , Washington DC 20001"
CDKM Consulting LLC,"1331 H ST NW , WASHINGTON DC 20005"
Expert Locksmith,"8511 Sugarbush CT , Annandale VA 22003"
"Langston Global Business Enterprise, LLC","1231 G ST NE , Washington DC 20002"
Papilia LLC.,"716 13TH ST SE , Washington DC 20003"
1201 New Jersey Avenue NW,"1201 NEW JERSEY AVE NW , WASHINGTON DC 20001-1225"
Dispatch Diligence LLC,"4849 CONNECTICUT AVE NW , Washington DC 20008"
"Innovative Therapies, Inc. dba Cardinal Health 248","1420 60th AVE NW , Miami Lakes FL 33014"
"District Green, Inc.","4000 10TH ST NE , Washington DC 20017"
"Globe Manufacturing Company, LLC.","37 Loudon RD - , Pittsfield NH 03263"
"Association of Public Health Laboratories, Inc. (The)","8515 Georgia AVE , Silver Spring MD 20910"
Total Spectrum Steve Gordon and Associates,"122 C ST NW , WASHINGTON DC 20001"
The Horinko Group,"1001 PENNSYLVANIA AVE NW , WASHINGTON DC 20004"
BICYCLE SPACE,"440 K ST NW , WASHINGTON DC 20001"
HOLLAND & KNIGHT LLP,"6 FLOOR ONE E COM CENT DR - , PASAY CITY PHILIPPINES  1308"
MAZDA MOTOR OF AMERICAN INC,"1025 CONNECTICUT AVE NW , WASHINGTON DC 20036"
Heineken USA Inc.,"360 Hamilton AVE - , White Plains NY 10601"
ITTE ASSOCIATES INC,"125 EDGEWATER DR - , EDGEWATER MD 21037"
HUGOMAR LLC,"2201 WISCONSIN AVE NW , WASHINGTON DC 20007"
Fierce Government Relations LLC.,"1155 F ST NW , Washington DC 20004"
Design JCT; Julie Tice,"3507 10TH ST NE , Washington DC 20017"
Tax Credit Asset Management LLC.,"30 FEDERAL ST - , BOSTON MA 02110"
MIDA ASSOCIATES LLC,"526 12TH ST NE , Washington DC 20002"
"ROLLING GREENS, INC","7801 OLD BRANCH AVE - , CLINTON MD 20735"
VESTA CORPORATION,"820 SOUTHERN AVE SE , WASHINGTON DC 20032"
"ESC, Inc.; Maggie M. Harris","707 3RD ST SW , Washington DC 20024"
"AVA Electric Company, Incorporated","5717 DIX ST NE , Washington DC 20019"
Congressional Meetings LLC.,"604 River Mist DR - , National Harbor MD 20745"
LiLi The First; Ifat Pridan,"1419 WISCONSIN AVE NW , Washington DC 20007"
Keith E. Hyatt,"4403 Forbes Blvd , Lanham MD 20706"
PURE BARRE- CATHEDRAL COMMONS,"3308 WISCONSIN AVE NW , WASHINGTON DC 20016"
Environmental Peacebuilding Association,"2840 NEWLANDS ST NW , Washington DC 20015"
Better Impact USA Inc.,"332 S. Michigan AVE , Chicago IL 60604"
"Column Technologies, Inc.","10 E 22nd ST , Lombard IL 60148"
Center for Social Inclusion/Copilevitz & Canter,"150 Broadway 303 , New York NY 10038"
"American Medical Response Mid-Atlantic, Inc.","3325 V ST NE , WASHINGTON DC 20018"
Janus Security Services LLC,"10605 Concord ST - , Kensington MD 20895"
WALKER COMMUNICATIONS GROUP LLC,"1314 12TH ST NW , WASHINGTON DC 20005"
DMV Property Consultants LLC,"880 P ST NW , Washington DC 20001"
C & S  MATERIALS LLC,"608 PARKSIDE PL NE , Washington DC 20019"
"United Health Group, LLC","6323 GEORGIA AVE NW , WASHINGTON DC 20011"
BGH Company,"1416 CARROLLSBURG PL SW , Washington DC 20024"
Visualizr LLC,"3708 JOCELYN ST NW , Washington DC 20015"
"KATEL HOME, LLC","11732 CANFIELD ROAD - , POTOMAC MD 20854"
"Meadville Land Service, Inc.","17693 State Highway 285 RD - , Cochranton PA 16314"
Yternity Interior Design,"1994 RETTA GILLIAM CT SE , Washington DC 20020"
"APOGEE RETAIL, LLC","11400 SE 6TH ST - , BELLEVUE WA 98004"
SIRCHIE ACQUISITION COMPANY LLC,"100 HUNTER PKWY - , YOUNGSVILLE NC 27596"
NEST DC LLC.,"87 FLORIDA AVE NW , WASHINGTON DC 20001"
7-ELEVEN 36711B,"5501 SOUTH DAKOTA AVE NE , WASHINGTON DC 20011"
BIKRAM YOGA DUPONT LLC.,"1635 CONNECTICUT AVE NW , WASHINGTON DC 20009"
"AMERICAN TORT REFORM ASSOCIATION, INC.","1101 CONNECTICUT AVE NW , WASHINGTON DC 20036"
ALL AMERICAN EVICTIONS,"1112 48TH ST NE , WASHINGTON DC 20019"
METROPOLITAN EYE CARE CENTER P.C.,"1647 BENNING RD NE , WASHINGTON DC 20002"
"CONAGRA FOODS SALES, LLC","11 CONAGRA DR - , OMAHA NE 68102"
C/O ROCK ROSE DEVELOPMENT,"1150 18TH ST NW , WASHINGTON DC 20036"
TAKOREAN HOLDINGS INC.,"500 PENN ST NE , WASHINGTON DC 20002"
EVER YANG INC,"2400 MARTIN LUTHER KING J AVE SE , WASHINGTON DC 20020"
"POTOMAC MANAGEMENT GROUP, LLC","1208 9TH ST NW , WASHINGTON DC 20001"
StemQuest LLC.,"8209 SPRINGFIELD VILLAGE DR - , SPRINGFIELD VA 22152"
DISTRICT HEALTHCARE & JANITORIAL SUPPLY INC,"4720 BOSTON WAY - , LANHAM MD 20706"
CATHOLIC CHAPLAINCY SERVICES,"806 OTHMAN DR - , FORT WASHINGTON MD 20744"
"CARDWORKS SERVICING, LLC.","225 W STATION SQUARE DR - , PITTSBURGH PA 15219"
PRESIDENT LINCOLN'S COTTAGE AT THE SOLDIERS' HOME,"3700 NORTH CAPITOL ST NW , WASHINGTON DC 20011"
"CRADLE SYSTEMS, LLC.","2200 PENNSYLVANIA AVE NW , WASHINGTON DC 20037"
DEBT RECOVERY SOLUTIONS LLC.,"6800 JERICHO TURNPIKE - , SYOSSET NY 11791"
ESCAPE ROOM LIVE DC LLC,"3345 M ST NW , WASHINGTON DC 20007"
"TRINDER AVIATION & AEROSPACE ADVOCACY, PLLC","1455 PENNSYLVANIA AVE NW , Washington DC 20004"
PROMETHEUS FEDERAL SERVICES LLC.,"13846 REMBRANDT WAY - , CHANTILLY VA 20151"
TELECONFERENCING SERVICES LLC.,"4066 CHANCERY CT NW , WASHINGTON DC 20007"
--; Elizabeth Fravel,"42 Hudson Street , Annapolis MD 21401"
Bell Techlogix Inc; Mark Begle,"4400 W 96th Street , Indianapolis IN 46268"
AMB Small Business Accounting Services Inc; Ana BonillaGaleano,"1028 33RD ST NW , WASHINGTON DC 20007"
"Kids Therapy and Assessments, LLC.","12921 NORTHHAMPTON DR - , BELTSVILLE MD 20705"
"LGSTX SERVICES, INC","145 HUNTER DR - , WILMINGTON OH 45177"
DCMI MID ATLANTIC INC.,"6381 STUART ST - , THE PLAINS VA 20198"
"Zane Networks, LLC.","1133 21ST ST NW , WASHINGTON DC 20036"
"ColorID, LLC; Brian Blakeley","20480 Chartwell Cent , Cornelius NC 28031"
PreciousOnes LLC.,"711 F ST NE , Washington DC 20002"
Professional Lawn Care Group LLC,"1250 SIMMS PL NE , WASHINGTON DC 20002"
Roche Diagnostics Corporation; General Counsel,"9115 Hague Road , Indianapolis IN 46250"
MTI ENGINEERING AND TESTING INC,"316 DOMINION RD NE , VIENNA VA 22170"
DTZ,"750 1ST ST NE , WASHINGTON DC 20002"
"AUTOZONE PARTS, INC.","519 RHODE ISLAND AVE NE , WASHINGTON DC 20002"
COLLABORATIVE COMMUNICATIONS GROUP INC.,"1029 VERMONT AVE NW , WASHINGTON DC 20005"
ATLANTIC MEDIA INC.,"600 NEW HAMPSHIRE AVE NW , WASHINGTON DC 20037"
"n2grate Government Services Solutions, LLC","415 L ST NW , Washington DC 20001"
"Paramount Recovery Systems, L.P.","7524 Bosque BLVD , Waco TX 76712"
Alliant Capital Management LLC.,"210 John Glenn DR - , Amherst NY 14228"
GreenSweep LLC,"1209 Dale DR , Silver Spring MD 20910"
"Jeremy Bratt Consulting, LLC","4125 4TH ST NW , Washington DC 20011"
Margaret Halpin,"4000 MASSACHUSETTS AVE NW , Washington DC 20016"
"Sessions, Fishman, Nathan & Israel","7831 Edina RD , Edina MN 55439"
Christina Athanasiades Design LLC,"72 O ST NW , Washington DC 20001"
Solution Focus,"527 OGLETHORPE ST NE , Washington DC 20011"
"JHPDE SPV II, LLC","5757 Phantom ST - , Hazelwood MO 63042"
Collaboran LLC,"1704 T ST NW , Washington DC 20009"
SOPHIA MELONE LLC,"3981 CLAY PL NE , Washington DC 20019"
HART SOLUTIONS LLC,"1612 CRITTENDEN ST NW , WASHINGTON DC 20011"
"TD Homes, LLC","1157 4TH ST NE , WASHINGTON DC 20002"
The Ripon Society,"1155 15TH ST NW , WASHINGTON DC 20005"
"Olympic Aire Services, Inc.","4384 Hackett PL - , White Plains MD 20695"
PingWind; Aaron Moak,"1101 CONNECTICUT AVE NW , Washington DC 20036"
Tarkik Solutions Incorporated,"811 4TH ST NW , WASHINGTON DC 20001"
The Smith Free Group; Jacqueline Indelicarto,"1401 K ST NW , Washington DC 20005"
"New Social Tech, LLC; Garicka Tyree","1537 UPSHUR ST NW , Washington DC 20011"
"Full Circle Entertainment, Inc.; Tom Goldfogle","18 Jaystone Ct , Silver Spring MD 20905"
"Sabra & Associates, Inc.","100 M ST SE , WASHINGTON DC 20003"
"Kelmar Associates, LLC; Catherine Zejnullahu","500 Edgewater Drive , Wakefield MA 01880"
The Butterfly Group; Kyra Holland,"719 DIVISION AVE NE , Washington DC 20019"
Adam Wertman,"6425 Dysinger Road , Lockport NY 14094"
Lawson Products Inc; Gladys Cruz,"8770 W Bryn Mawr Ave , Chicago IL 60631"
CHECKMATE SELF SERVICE TAX AND CONSULTANT CENTER,"880 YUMA ST SE , WASHINGTON DC 20032"
"MTW Solutions, LLC; Randy Arnold","3236 W. Edgewood Dr. , Jefferson City MO 65109"
"Kids in Motion, LLC.","102 Walnut Hill CT - , Apex NC 27502"
FAIRSWELL CREATIVE LLC,"4112 13TH PL NE , WASHINGTON DC 20017"
Bernita Payton,"1424 East Fire Tower , Greenville NC 27858"
C/O Empire Leasing,"1718 CONNECTICUT AVE NW , Washington DC 20009"
Amy Wallish,"10406 Brookmoor Dr. , Silver Spring MD 20901"
"MCCORMICK TAYLOR, INC.","2001 MARKET ST - , PHILADELPHIA PA 19103"
Square 743 Inc.,"100 M ST SE , Washington DC 20003"
Christopher Clayton,"1618 ISHERWOOD ST NE , Washington DC 20002"
T & U MONGOLIAN CASHMERE BY GOBI,"1663 WISCONSIN AVE NW , WASHINGTON DC 20007"
GEORGETOWN VALET-FL,"2031 FLORIDA AVE NW , WASHINGTON DC 20009"
"Rummel, Klepper & Kahl, LLP","300 M ST SE , Washington DC 20003"
D. HINES HEALTH CARE CONSULTANTS LLC.,"1390 BRYANT ST NE , WASHINGTON DC 20018"
JOEL MATTHEWS CONSULTING GROUP LLC,"1875 I ST NW , WASHINGTON DC 20006"
CLEANMYPLACE MAINTENANCE AND RECYCLING LLC.,"1629 K ST NW , WASHINGTON DC 20006"
Meridian International Center,"1630 CRESCENT PL NW , Washington DC 20009"
COBER JOHNSON & ROMNEY PLLC.,"2000 M ST NW , WASHINGTON DC 20036"
NTT DATA Services Federal Government,"300 M ST SE , Washington DC 20003"
BUSINESS FOR AMERICA EDUCATION FUND,"1233 20TH ST NW , WASHINGTON DC 20036"
CAO-DAC CORPORATION,"2701 MARTIN LUTHER KING J AVE SE , WASHINGTON DC 20593"
JAPAN SCIENCE AND TECHNOLOGY      AGENCY,"2001 L ST NW , WASHINGTON DC 20036"
"Networking Unlimited, LLC","3200 MARTIN LUTHER KING J AVE SE , WASHINGTON DC 20032"
2FITT WELLNESS LLC,"526 H ST NE , WASHINGTON DC 20002"
JOHN F HENNIGAN LLC.,"5900 NEVADA AVE NW , WASHINGTON DC 20015"
"DWECK PROPERTIES, LTD.","1730 M ST NW , WASHINGTON DC 20036"
JBG/FOUNDRY OFFICE LLC,"1055 THOMAS JEFFERSON ST NW , WASHINGTON DC 20007"
"Everbridge, Inc.","155 Lake AVE - , Pasadena CA 91101"
"Professional Referee Organization, Inc.","420 Fifth AVE , New York NY 10018"
Bell Partners Inc.,"300 North Greene ST , Greensboro NC 27401"
WELL DONE CHARLIE LLC,"1355 IVES PL SE , WASHINGTON DC 20003"
IconLogic,"1582 Indian Bluffs DR , Maineville OH 45039"
CDFI Coalition; Lana Chapman,"1331 G ST NW , Washington DC 20005"
Mr. Kumar Barve,"1688 East Gude Drive , Rockville MD 20850"
GeoCapitol Engineering LLC; Kasi Fearrington,"4545 42ND ST NW , Washington DC 20016"
"District Services Management, LLC; Allieu Kamara","5035 C ST SE , Washington DC 20019"
Goodcare Pharmacy inc,"2910 MARTIN LUTHER KING J AVE SE , washington DC 20032"
PEAK SCIENTIFIC INC.,"19 STERLING RD - , BILLERICA MA 01862"
MIKE FERGUSON PHOTOGRAPHY,"4433 5TH ST NW , WASHINGTON DC 20011"
The Fortis Companies LLC; George Chopivsky,"1300 19TH ST NW , Washington DC 20036"
"COMPOSITE ICON PARTNERS, LLC","1707 L ST NW , Washington DC 20036"
FIRST FOREST FURNITURE & MILLWORK COMPANY INC.,"1079 U.S. HIGHWAY 211 WES - , LURAY VA 22835"
Steven Magida,"2428 14TH ST NW , Washington DC 20009"
VAN SCOYOC ASSOCIATES INC,"800 MAINE AVE SW , WASHINGTON DC 20024"
IRINA SAMUELS MD PROFESSIONAL LIMITED LIABILITY COMPANY,"1616 A ST NE , Washington DC 20002"
SEE INC,"1261 WISCONSIN AVE NW , WASHINGTON DC 20007"
"NVG VENTURES, LLC","40 MASSACHUSETTS AVE NE , WASHINGTON DC 20002"
ARRGANOOZE LLC,"4518 DOUGLAS ST NE , WASHINGTON DC 20019"
Developing Frontiers LLC; Eric Moreau,"11915 Wayland Street , Oakton VA 22124"
AMBRIDGE PHOTOGRAPHY,"3725 KANSAS AVE NW , WASHINGTON DC 20010"
Scott W. Evans,"14299 Benedictine La , Ridgely MD 21660"
Colleen Barbato,"2400 Mt. Read Blvd. , Rochetser NY 14615"
Printed Wild,"2901 18TH ST NW , Washington DC 20009"
Coat Check Concierge Service,"1250 4TH ST SW , Washington DC 20024"
DEFINITIVECLOUD INC.,"13610 FLYING SQUIRREL DR - , HERNDON VA 20171"
Visio Consulting LLC,"1620 FOXHALL RD NW , Washington DC 20007"
LG Photography,"1010 3RD ST SE , Washington DC DC 20003"
Larry Christ,"1730 RHODE ISLAND AVE NW , Washington DC 20036"
David Plant,"3800 ARGYLE TER NW , Washington DC 20011"
HANGER INC,"102 IRVING ST NW , WASHINGTON DC 20010"
"APPLETREE INSTITUTE FOR EDUCATION INNOVATION, INC","415 MICHIGAN AVE NE , WASHINGTON DC 20017"
Yoga District; Jasmine Chehrazi,"2201 WISCONSIN AVE NW , Washington DC 20007"
Check It Enterprises; Tayron Bennett,"1920 MARTIN LUTHER KING J AVE SE , Washington DC 20020"
Virginia L Simmons LLC,"1650 HARVARD ST NW , Washington DC 20009"
Lost Sock Roasters,"713 KENNEDY ST NW , Washington DC 20011"
PRINCESS K. WHITAKER TAYLOR,"35 55TH ST SE , WASHINGTON DC 20019"
Marina Sanchez,"634 BARNES ST NE , Washington DC 20019"
CONSALT LLC,"1026 COOK DR SE , WASHINGTON DC 20032"
Alta Crest LLC,"1735 34TH ST NW , Washington DC 20007"
"BUREAUS, INC (THE)","650 DUNDEE RD - , NORTHBROOK IL 60062"
Comcast,"1390 Piccard DR , Rockville MD 20850"
Pawtricity Partners LLC,"5268 Nicholson LN , Kensington MD 20895"
CrossFit DC,"1507 U ST NW , WASHINGTON DC 20009"
Gateway Management Consulting,"316 DIVISION AVE NE , Washington DC 20019"
"SIDNAE GLOBAL ENTERPRISES, INC","11550 LIVINGSTON RD - , FORT WASHINGTON MD 20744"
ReconRobotics,"5251 W 73rd ST , Edina MN 55439"
CACHAR LLC,"1350 PENNSYLVANIA AVE SE , WASHINGTON DC 20003"
"DF's Cake Lounge, LLC","622 DARRINGTON ST SE , Washington DC 20032"
Landscape Media LLC,"1250 H ST NW , WASHINGTON DC 20005"
NATIONAL CREDIT MANAGEMENT,"10845 OLIVE BLVD - , ST. LOUIS MO 63141"
Green Street Environmental,"6304 Blair Hill LN , Baltimore MD 21209"
"Chong + Koster, LLC","1640 RHODE ISLAND AVE NW , WASHINGTON DC 20036"
COURTNEY'S HOUSE INC.,"1600 LEVIS ST NE , WASHINGTON DC 20002"
REAGG LLC,"8700 ASHWOOD DR - , CAPITOL HEIGHTS MD 20743"
BRIDGING YOUTH TO STEM L.L.C.,"1901 TREMONT ST SE , WASHINGTON DC 20020"
CAPTURE MANAGEMENT GROUP                   (THE) INC,"226 9TH ST NE , WASHINGTON DC 20002"
PUBLIC FINANCIAL MANAGEMENT INC,"1735 MARKET ST - , PHILADELPHIA PA 19103"
Sumitomo Corporation of Americas,"800 CONNECTICUT AVE NW , Washington DC 20006"
THE TJX COMPANIES INC,"1417 NEW YORK AVE NE , WASHINGTON DC 20002"
FITZGERALD CANEPA LLC,"732 TUCKERMAN ST NW , WASHINGTON DC 20011"
"MW Consulting, LLC; Marcus A. Williams","5045 C ST SE , Washington DC 20019"
KING DISCOUNT,"2745 MARTIN LUTHER KING J AVE SE , WASHINGTON DC "
PUPTAGON LLC.,"4906 WISCONSIN AVE NW , WASHINGTON DC 20016"
EHT TRACERIES INC,"440 MASSACHUSETTS AVE NW , WASHINGTON DC 20001"
BLUEBIRD SKY YOGA LLC,"3101 12TH ST NE , WASHINGTON DC 20017"
ALLY MOVING LLC,"1220 19TH ST NE , WASHINGTON DC 20002"
LEXMARK INTERNATIONAL INC.,"901 NEW YORK AVE NW , WASHINGTON DC 20001"
PARTS AUTHORITY DISTRICT OF COLUMBIA LLC.,"6335 CHILLUM PL NW , WASHINGTON DC 20011"
LE PRINTEMPS INC.,"1255 23rd ST NW , WASHINGTON DC 20037"
AZ/JH TRS (DC) LP.,"1100 NEW YORK AVE NW , WASHINGTON DC 20005"
H&R BLOCK,"1240 U ST NW , Washington DC 20009"
"DC LIFE SAFETY, LLC","3421 14TH ST NW , WASHINGTON DC 20010"
VOLUBILITY PODCASTING LLC.,"1875 I ST NW , WASHINGTON DC 20006"
RUBIN AND RUDMAN LLP,"800 CONNECTICUT AVE NW , WASHINGTON DC 20006"
Flaunt Group Corp,"617 RHODE ISLAND AVE NE , Washington DC 20002"
"ELECTION SYSTEMS & SOFTWARE, LLC","11208 JOHN GALT BLVD - , OMAHA NE 68137"
ODYSSEY ENTERPRISES LLC.,"1026 8th ST NE , WASHINGTON DC 20002"
T-REX SOLUTIONS LLC,"7500 GREENWAY CENTER DR - , GREENBELT MD 20770"
STUVA CONSULTING SERVICES LLC.,"1029 EUCLID ST NW , WASHINGTON DC 20001"
MULTI-THERAPEUTIC SERVICES INC,"4901 FOOTE ST NE , WASHINGTON DC 20019"
CLINICAL SOCIAL WORK SERVICES LLC,"4311 HAMILTON ST - , HYATTSVILLE MD 20781"
JH MED TRANSPORTATION LLC,"2006 RAY LEONARD RD - , HYATTSVILLE MD 20785"
ACCENT ON HEALTH LLC,"1328 SOUTHEN AVE SE , WASHINGTON DC 20032"
PET PEEPS LLC.,"1140 3RD ST NE , WASHINGTON DC 20002"
CAPITAL HILL PHARMACY,"650 PENNSYLVANIA AVE SE , WASHINGTON DC 20003"
JUST ROCK ENTERPRISES LLC.,"649 HAMILTON ST NW , WASHINGTON DC 20011"
ROLE LAW FIRM PLLC,"238 10TH ST SE , WASHINGTON DC 20003"
2235 SHANNON PLACE REV TRUST LLC,"2235 SHANNON PL SE , WASHINGTON DC 20020"
PEAK GRANTMAKING INC.,"1666 K ST NW , WASHINGTON DC 20006"
ASCENDANT PROGRAM SERVICES LLC,"2 WISCONSIN CIRCLE - , CHEVY CHASE MD 20815"
REEL PLAN LLC.,"916 G ST NW , Washington DC 20001"
COMPREHENSIVE ENVIRONMENTAL ASSESSMENTS INC,"423 4TH ST - , ANNAPOLIS MD 21146"
LADDERS & THINGS DC LLC.,"2825 V ST NE , WASHINGTON DC 20018"
JT MANAGEMENT INVESTOR LLC,"138 Q ST NW , WASHINGTON DC 20001"
"P&G COUNSELING AND EDUCATION INSITUTE, LLC.","2218 RHODE ISLAND AVE NE , WASHINGTON DC 20018"
BELANGER & RAE PLLC.,"601 PENNSYLVANIA AVE NW , WASHINGTON DC 20004"
"HEALTH & JOY SERVICES, LLC","2691 CENTENNIAL CT - , ALEXANDRIA VA 22311"
YEA COURIER SYSTEMS L.L.C.,"2585 NAYLOR RD SE , WASHINGTON DC 20020"
INNER CITY FAMILY SERVICES LLC,"2307 MARTIN LUTHER KING J AVE SE , WASHINGTON DC 20020"
Drumfire Public Affairs LLC.,"820 1ST ST NE , WASHINGTON DC 20002"
"1225 Eye Street, N.W. Associates, LLC","11695 JOHNS CREEK PKWY - , JOHN'S CREEK GA 30097-1523"
"FAIRY TAILS, LLC.","2029 13TH ST NW , WASHINGTON DC 20009"
"1201 EYE STREET, N.W. ASSOCIATES LLC","11695 JOHNS CREEK PKWY - , JOHN'S CREEK GA 30097"
Melissa Wallace,"314 15TH ST NE , Washington DC 20002"
"WELLNESS HEALTHCARE CLINICS, LLC","4660 MARTIN LUTHER KING J AVE SW , WASHINGTON DC 20032"
DC GO GREEN LLC.,"1032 COOK DR SE , WASHINGTON DC 20032"
HAUL MASTER'S LLC.,"3146 BUENA VISTA TER SE , WASHINGTON DC 20020"
Mid-City Financial Corporation,"2411 14TH ST NE , Washington DC 20018"
SYMBIOSIS DC LLC,"1140 3RD ST NE , WASHINGTON DC 20002"
ROSE'S MANAGEMENT GROUP LLC,"731 8TH ST SE , WASHINGTON DC 20003"
GENPACT COLLECTINS LLC,"335 NEW COMMERCE BLVD - , WILKES-BARRE PA 18706"
E R BACON DEVELOPMENT LLC,"800 MAINE AVE SW , WASHINGTON DC 20024"
WORLD VISIT CENTER LLC,"1610 WISCONSIN AVE NW , WASHINGTON DC 20007"
PAWNEE LEASING CORPORATION,"3801 AUTOMATION WAY - , FORT COLLINS CO 80525"
SAM & SAL TOURS L.L.C.,"1629 K ST NW , WASHINGTON DC 20006"
"SHORELIGHT EDUCATION, LLC.","2 SEAPORT LN - , BOSTON MA 02110"
1st NEEDS MEDICAL LLC.,"80 M ST SE , WASHINGTON DC 20003"
ROSS DRESS FOR LESS INC.,"1060 BRENTWOOD RD NE , Washington DC 20018"
BCOLEGROUP  INC,"5913 2ND PL NW , WASHINGTON DC 20011"
BABY ATLAS LLC.,"714 4TH ST NE , WASHINGTON DC 20002"
NCTA-THE INTERNET & TELEVISION ASSOCIATION,"25 MASSACHUSETTS AVE NW , WASHINGTON DC 20001"
"TENAGLIA & HUNT, P.A.","395 WEST PASSAIC ST - , ROCHELLE PARK NJ 07662"
Washington Foundation For Family Life,"1030 KEARNY ST NE , Washington DC 20017"
"SCRATCH SERVICE, LLC","375 ALABAMA ST - , SAN FRANCISCO CA 94110"
COURTSDIRECT INC.,"314 RHODE ISLAND AVE NE , WASHINGTON DC 20002"
"Qivlic Commercial Group, LLC","2553 DULLES VIEW DR - , HERDON VA 20171"
"CREDIT MANAGEMENT CONTROL, INC.","1263 MAIN ST - , GREEN BAY WI 54302"
"Trilogy Integrated Resources, LLC","1101 Fifth AVE - , San Rafael CA 94901"
"JMM Workforce Consulting, LLC","3015 ALBEMARLE ST NW , Washington DC 20008"
IBI Group Inc.,"1505 Prince ST , Alexandria VA 22314"
"IMA PROFESSIONAL SERVICES OF DC, P.C.","1145 19TH ST NW , WASHINGTON DC 20036"
Le Transformations LLC,"1514 17TH ST NW , Washington DC 20036"
C.O.A.VIRGINIA INC,"2035 TURNER RD - , NORTH CHESTERFILED VA 23225"
CKNC Enterprises LLC,"641 S ST NW , WASHINGTON DC 20001"
BorkeWorks,"4102 38TH ST NW , Washington DC 20016"
Acheron Capital,"3332 O ST NW , Washington DC 20007"
2827 28th St NW #42,"2827 28TH ST NW , Washington DC 20008"
Affordable Healthcare for Americans,"601 13TH ST NW , WASHINGTON DC 20005"
NITSCH ENGINEERING INC.,"2175 K ST NW , WASHINGTON DC 20037"
"MFX Solutions, LLC","655 15TH ST NW , WASHINGTON DC 20005"
BeverlyBarnes Communications LLC,"3901 CONNECTICUT AVE NW , Washington DC 20008"
"Axiom Acquisition Ventures, LLC","12425 Race Track RD , Tampa FL 33626"
Lowe Enterprises Real Estate Group,"1300 CONNECTICUT AVE NW , WASHINGTON DC 20036"
Huntington Debt Holding LLC,"210 John Glenn DR , AMHERST NY 14228"
District Derp LLC,"201 I ST NE , WASHINGTON DC 20002"
ZERODRAFT MARYLAND,"1850 YORK RD - , LUTHERVILLE MD 21093"
Radius Global Solutions LLC,"1 -3 Pimento Way, Cazo , Montego Bay, Jamaica  000000"
LFE LLC,"5305 29TH ST NW , Washington DC 20015"
MAISON DE CARINE LLC,"1623 WISCONSIN AVE NW , WASHINGTON DC 20007"
"FRONTWOOD STRATEGIES, LLC","4618 8TH ST NW , WASHINGTON DC 20011"
Tyler Technologies INC.,"1 Tyler DR - , Yarmouth ME 04096"
East River Ventures LLC,"700 PENNSYLVANIA AVE SE , WASHINGTON DC 20003"
DC Dental Center PC,"2900 14TH ST NW , WASHINGTON DC 20009"
HEALING TOUCH LLC,"4139 WHEELER RD SE , WASHINGTON DC 20032"
NORTHSTAR L.L.C,"768 UPSAL ST SE , WASHINGTON DC 20032"
ENVOLVE DENTAL INC,"7700 FORSYTH BLVD - , ST. LOUIS MO 63105"
AFFORDABLE HOME HEALTH CARE LLC,"7826 EASTERN AVE NW , WASHINGTON DC 20012"
"PIVOTAL FIRE PROTECTION, LLC","3206 IVY WOOD LN - , LAUREL MD 20724"
D. H. PACE COMPANY INC,"1901 E 119TH ST - , OLATHE KS 66061"
DODGE-CHROME INC.,"4885 MACARTHUR BLVD NW , WASHINGTON DC 20007"
"Diversified Health Solutions, LLC","7600 GEORGIA AVE NW , Washington DC 20012"
WESTCHESTER VALET,"4000 CATHEDRAL AVE NW , WASHINGTON DC 20016"
MANNY PENADO INC,"1945 2ND ST NE , WASHINGTON DC 20002"
LIVING BY MORALS LLC,"1721 29TH ST SE , WASHINGTON DC 20020"
"Family & Nursing Care Classic, LLC.","1010 WAYNE AVE - , SILVER SPRING MD 20910"
ELDER NOURISH LLC.,"1875 CONNECTICUT AVE NW , WASHINGTON DC 20009"
ARIBA INC,"3999 WEST CHESTER PIKE - , NEWTOWN SQUARE PA 19073"
"ADAPT, LLC","3025 ONTARIO RD NW , WASHINGTON DC 20009"
"AMERICAN APPRAISAL ASSOCIATES, LLC","55 EAST 52ND ST - , NEW YORK NY 10055"
BIZ.PHOTOS LLC,"437 NEW YORK AVE NW , WASHINGTON DC 20001"
"Cheviot Heights, LLC","1007 H ST NE , WASHINGTON DC 20002"
Pest Services Company,"3407 Perry ST , Mount Rainier MD 20712"
